1,01/01/2022,00:00,148,0.6,44.5,0.4,23.2,72.6,0,1008,24.1,8.8,20
2,01/01/2022,01:00,163,0.7,39.1,0.4,23.1,72.6,0,1007,24.6,8.7,13
3,01/01/2022,02:00,180,0.8,42.5,0.5,22.7,76.5,0.1,1007,22.7,8.6,17
4,01/01/2022,03:00,214,0.7,50.3,0.5,21.9,81.8,0,1007,18.7,7.7,17
5,01/01/2022,04:00,189,1,33.9,0.5,21.6,82.4,0,1007,14.6,6.4,14
6,01/01/2022,05:00,199,1.1,38.6,0.6,21.3,83.4,0,1008,11.1,4.7,10
7,01/01/2022,06:00,201,0.7,52.4,0.5,21.1,84.8,0,1008,10,4.9,13
8,01/01/2022,07:00,205,0.7,45.6,0.5,21.7,83.7,0,1008,9.3,4,9
9,01/01/2022,08:00,188,1.2,30.2,0.5,22.2,81.8,0,1008,10.3,4.3,9
10,01/01/2022,09:00,197,1.3,27.6,0.6,22.5,80.8,0.3,1008,11.1,4.8,10
11,01/01/2022,10:00,198,1.9,26.2,0.8,23.1,76.6,0.4,1008,13,5.3,11
12,01/01/2022,11:00,178,1,35.5,0.6,22,82.2,1.5,1008,13.7,5.9,13
13,01/01/2022,12:00,203,0.6,55.9,0.4,22,81.7,0.2,1008,14.3,6.3,14
14,01/01/2022,13:00,206,0.7,52.7,0.5,23,77.2,0,1007,12.2,5.4,13
15,01/01/2022,14:00,212,0.5,52.8,0.5,23.9,72.9,0,1006,12.8,5.7,13
16,01/01/2022,15:00,108,0.8,39,0.6,21.5,80.3,1.3,1006,11,4.8,10
17,01/01/2022,16:00,175,0.8,41.5,0.5,22.7,77.4,0,1006,12.9,5.5,12
18,01/01/2022,17:00,147,0.5,41.9,0.4,23.6,73.5,0,1006,16.1,6.6,15
19,01/01/2022,18:00,114,0.5,34.2,0.3,23.3,77.6,0,1006,17.1,7.2,17
20,01/01/2022,19:00,214,0.8,35.5,0.4,22.8,80.9,0.1,1007,13.9,6,15
21,01/01/2022,20:00,207,0.8,38.5,0.4,22.2,82.6,0,1007,14.9,5.9,14
22,01/01/2022,21:00,205,0.9,34.7,0.5,21.8,82.3,0,1007,14.9,5.6,13
23,01/01/2022,22:00,215,0.6,58.8,0.5,21.4,82.6,0,1006,12.4,4.5,10
24,01/01/2022,23:00,218,0.5,53,0.4,21.2,82.6,0,1006,11.6,4.4,9
25,02/01/2022,00:00,222,0.2,86.2,0.3,21.6,80.6,0,1005,11.5,3.8,7
26,02/01/2022,01:00,212,0.4,62.7,0.4,21,80.5,0,1005,12.1,3.9,6
27,02/01/2022,02:00,227,0.3,65.3,0.3,20.7,81.5,0,1004,12.1,4.1,7
28,02/01/2022,03:00,230,0.4,63.5,0.4,20.5,81.8,0,1004,12.6,4,7
29,02/01/2022,04:00,223,0.5,49.4,0.4,20.4,81.5,0,1004,10.7,3.7,7
30,02/01/2022,05:00,228,0.6,60.6,0.5,20.7,79.8,0,1004,11.3,3.7,7
31,02/01/2022,06:00,226,0.6,67.3,0.6,22.1,72.7,0,1005,10.7,3.7,6
32,02/01/2022,07:00,209,0.7,59.3,0.6,23.7,65.2,0,1005,10.5,3.8,7
33,02/01/2022,08:00,205,1.6,38.1,0.9,25,57.6,0,1004,13.7,5,8
34,02/01/2022,09:00,202,1.6,40.8,0.9,25.7,54,0,1004,15,5.4,8
35,02/01/2022,10:00,204,1.5,47.9,1,26.5,50.6,0,1003,13.6,5,8
36,02/01/2022,11:00,177,1.6,39.6,1,26.9,49,0,1003,12.7,4.9,8
37,02/01/2022,12:00,161,1.8,33,1,24.2,65.3,0.5,1003,14.3,5.3,10
38,02/01/2022,13:00,171,1.4,40.8,0.8,25.1,59.8,0,1002,12.1,5.1,10
39,02/01/2022,14:00,190,1.3,41.1,0.7,25,60.6,0,1002,12.5,5.3,10
40,02/01/2022,15:00,197,1,60.9,0.7,25.5,56.3,0,1002,11.8,4.7,9
41,02/01/2022,16:00,153,0.7,43.8,0.5,25,59.4,0,1001,11.2,4.6,9
42,02/01/2022,17:00,177,0.8,39.8,0.5,25.3,59.9,0,1001,12.2,5.3,11
43,02/01/2022,18:00,104,0.5,43.2,0.3,25,65,0,1002,20.8,8,19
44,02/01/2022,19:00,200,0.5,44.7,0.4,24.4,62.1,0,1002,20.8,8.9,21
45,02/01/2022,20:00,219,0.9,39.5,0.6,23.8,55.1,0,1002,18.6,7.6,16
46,02/01/2022,21:00,217,1,40.6,0.6,23.2,57.1,0,1002,15.2,5.8,10
47,02/01/2022,22:00,221,1.1,45.3,0.8,22.9,59.3,0,1002,15.2,5.4,9
48,02/01/2022,23:00,217,1,51.5,0.7,22.5,61.8,0,1001,13.6,4.7,8
49,03/01/2022,00:00,220,1.1,47.2,0.8,22.2,62.9,0,1000,12.3,4.8,8
50,03/01/2022,01:00,239,0.3,75.8,0.4,22.1,63.6,0,1000,13.1,4.7,6
51,03/01/2022,02:00,218,0.4,84.5,0.5,22,64,0,999,12,4.5,6
52,03/01/2022,03:00,232,0.4,82.2,0.5,21.5,65.6,0,999,12.8,4.5,7
53,03/01/2022,04:00,231,0.4,76.7,0.5,21.7,65,0,999,10,3.9,6
54,03/01/2022,05:00,248,0.2,85.8,0.3,21.9,64.3,0,1000,10,3.8,6
55,03/01/2022,06:00,241,0.4,81.7,0.6,23.3,59.1,0,1000,10.4,3.9,6
56,03/01/2022,07:00,217,1.5,53.1,1.1,24.4,55.4,0,1000,10.3,3.9,6
57,03/01/2022,08:00,221,2.4,36.2,1.4,25.3,52.5,0,999,11.7,3.9,5
58,03/01/2022,09:00,218,2.2,36.2,1.4,26.3,48.9,0,999,10.9,3.7,5
59,03/01/2022,10:00,215,2.1,40.6,1.4,27.3,45.8,0,999,10.8,3.4,4
60,03/01/2022,11:00,215,2.1,40.7,1.3,27.8,45.4,0,999,10.4,3.9,5
61,03/01/2022,12:00,216,2.4,32,1.4,28,45.6,0,999,11.3,3.7,5
62,03/01/2022,13:00,212,2.3,33.9,1.3,27.8,47.4,0,998,13.4,4,6
63,03/01/2022,14:00,213,2.3,33.3,1.3,28.6,44.3,0,998,12.7,3.9,6
64,03/01/2022,15:00,209,2.4,31.3,1.4,28.8,44.1,0,997,12.5,4.1,6
65,03/01/2022,16:00,205,3.1,26.5,1.4,28.6,45.4,0,997,10.8,3.8,6
66,03/01/2022,17:00,206,1.9,37.5,1.2,28.8,43.8,0,998,9.6,3.6,5
67,03/01/2022,18:00,203,3.1,21.6,1.5,28.3,44,0,998,9.6,3.6,5
68,03/01/2022,19:00,208,1.8,26.4,0.8,27.3,47.1,0,999,10.3,3.8,6
69,03/01/2022,20:00,211,1.7,35.5,1,26.6,50.2,0,999,11.2,4.2,7
70,03/01/2022,21:00,215,1.6,36.8,0.9,25.8,53.5,0,1000,13.1,4.6,8
71,03/01/2022,22:00,223,1.8,36.7,1.1,25.2,54.5,0,999,13.1,4.4,8
72,03/01/2022,23:00,221,1.5,44.3,1,24.8,55,0,999,11,4.3,7
73,04/01/2022,00:00,221,1,56.3,0.8,24.6,55.2,0,998,10.7,4,6
74,04/01/2022,01:00,227,0.6,72.4,0.6,24.4,55.6,0,998,9.8,3.9,5
75,04/01/2022,02:00,226,0.5,77.3,0.6,24.1,56.6,0,997,9.8,3.9,6
76,04/01/2022,03:00,225,0.3,90,0.5,24,57.3,0,997,10.1,3.7,5
77,04/01/2022,04:00,226,0.5,72.5,0.6,23.8,58.8,0,997,9.8,3.9,6
78,04/01/2022,05:00,226,0.7,63.3,0.7,24,60.1,0,998,9.2,4.4,8
79,04/01/2022,06:00,228,1.1,51.4,0.8,25.1,57,0,998,8.8,3.3,5
80,04/01/2022,07:00,218,2.1,40,1.3,26.1,55.4,0,998,5.5,1.7,3
81,04/01/2022,08:00,218,2.1,37.4,1.3,27.3,52.4,0,998,7.4,1.4,2
82,04/01/2022,09:00,219,2,38.6,1.3,27.7,52.5,0,999,6.4,1,2
83,04/01/2022,10:00,217,1.8,42.7,1.2,28.4,51.4,0,999,5.4,0.9,2
84,04/01/2022,11:00,209,2.2,36.1,1.3,29.2,49.7,0,999,6.7,0.8,2
85,04/01/2022,12:00,214,2.1,40.5,1.2,29.6,49,0,998,6.1,0.9,2
86,04/01/2022,13:00,218,2.1,39.3,1.3,29.3,51.4,0,998,8.3,1.2,2
87,04/01/2022,14:00,214,2.3,34,1.3,29.7,48.5,0,998,8.8,1.8,3
88,04/01/2022,15:00,211,2.4,37.9,1.5,30.3,46,0,998,11.5,2,3
89,04/01/2022,16:00,205,2.3,32,1.1,29.4,49.1,0,998,8.6,1.8,3
90,04/01/2022,17:00,210,1.9,33.2,1.2,29.3,49.2,0,999,10,1.9,3
91,04/01/2022,18:00,218,1.7,34.4,1.1,28.2,52.7,0,999,8.7,2.7,5
92,04/01/2022,19:00,219,1.5,43.7,0.9,27.2,56.7,0,1000,8.6,3,5
93,04/01/2022,20:00,216,1.6,34.3,1,26.2,61.1,0,1000,8,2.6,5
94,04/01/2022,21:00,216,1.5,34,0.9,25.6,63.8,0,1001,9,3.4,6
95,04/01/2022,22:00,217,1.1,35.4,0.7,25.2,65.2,0,1001,9.3,3.4,5
96,04/01/2022,23:00,219,0.9,40.3,0.6,24.9,66.6,0,1000,8.9,2.8,5
97,05/01/2022,00:00,225,0.7,49.6,0.6,24.6,67.8,0,1000,5.9,2.2,4
98,05/01/2022,01:00,219,0.9,43.1,0.7,24.6,68.1,0,1000,5.5,1.9,2
99,05/01/2022,02:00,221,1,42.5,0.6,24.4,69.1,0,1000,5.3,1.6,3
100,05/01/2022,03:00,211,0.9,48.5,0.6,24.2,70.4,0,1000,7.1,2.1,3
101,05/01/2022,04:00,215,0.9,38.5,0.6,23.9,72.2,0,1000,9.1,2.9,4
102,05/01/2022,05:00,218,0.9,43,0.6,24.1,71.7,0,1001,7.9,2.6,4
103,05/01/2022,06:00,213,0.7,60,0.6,25.2,68.2,0,1001,7.2,2.3,4
104,05/01/2022,07:00,204,1.4,36.1,0.7,25.5,67.3,0,1002,9,2.7,5
105,05/01/2022,08:00,188,2.1,32.3,1,26.2,65.8,0,1001,9,3.3,6
106,05/01/2022,09:00,177,2.3,34,1.2,27.8,59.8,0,1002,9.6,3.7,7
107,05/01/2022,10:00,179,2.4,32.2,1.2,27.7,62.6,0,1002,7.9,2.6,5
108,05/01/2022,11:00,170,2,37,1,27.9,63.3,0,1001,7.3,3.1,6
109,05/01/2022,12:00,153,2,39.3,1.1,28.5,61,0,1001,10.8,4.2,8
110,05/01/2022,13:00,166,2.3,32.1,1.1,28.3,62.2,0,1001,14,5,10
111,05/01/2022,14:00,139,1.8,38.8,1,28.4,60.3,0,1000,13.9,5.3,10
112,05/01/2022,15:00,147,2.1,34.7,1.1,27.5,65.5,0,1001,14.4,5.4,11
113,05/01/2022,16:00,129,1.7,39.9,1,26.2,73.4,0.4,1001,14.9,6,12
114,05/01/2022,17:00,131,1.5,40.3,0.9,26.2,71.1,0,1002,18.1,7.4,17
115,05/01/2022,18:00,147,1.3,35.8,0.8,25.8,73.1,0,1002,21.4,8.4,20
116,05/01/2022,19:00,172,0.9,43.9,0.6,25.2,78.2,0,1003,20.3,8.5,20
117,05/01/2022,20:00,168,1,39.8,0.6,25,79.2,0,1003,23.1,9.9,24
118,05/01/2022,21:00,158,0.9,48,0.6,24.9,78.9,0,1004,24.4,10.1,24
119,05/01/2022,22:00,155,0.7,48,0.5,24.8,80.9,0,1004,23.6,9.8,23
120,05/01/2022,23:00,163,1,39.3,0.6,24.7,81.2,0,1004,23.1,9.8,24
121,06/01/2022,00:00,163,1.1,38.8,0.6,24.7,80.5,0,1003,26.9,11.1,26
122,06/01/2022,01:00,163,1.4,39,0.8,24.6,81.1,0,1003,28.9,11.6,20
123,06/01/2022,02:00,145,1.3,40.8,0.8,23.9,84.5,0.2,1003,15,6.8,17
124,06/01/2022,03:00,168,1,39.8,0.6,23.5,86.5,0,1003,9.7,4.1,10
125,06/01/2022,04:00,176,1.1,37.9,0.6,23.8,85.5,0,1004,15.5,6.5,15
126,06/01/2022,05:00,178,1.1,36.8,0.6,24,84.5,0,1004,22.7,9.1,21
127,06/01/2022,06:00,163,0.9,43.2,0.5,24.5,83.6,0,1005,23.4,9.4,23
128,06/01/2022,07:00,151,1.3,42.3,0.8,25.5,78.9,0,1006,21.8,8.5,21
129,06/01/2022,08:00,144,1.6,39.7,0.9,26.6,71.1,0,1006,21.5,8.4,20
130,06/01/2022,09:00,127,1.7,37,1,27.3,64.7,0,1006,17.8,7.1,16
131,06/01/2022,10:00,126,1.8,41.5,1.2,27.8,60.4,0,1006,17.8,6.8,15
132,06/01/2022,11:00,116,1.9,39.8,1.1,28.1,57.6,0,1006,17.9,6.4,14
133,06/01/2022,12:00,113,2.1,36.8,1.2,28.2,58.3,0,1006,16.6,6.6,15
134,06/01/2022,13:00,113,1.9,34.3,1,27,65.1,0,1006,18.3,7,16
135,06/01/2022,14:00,124,2.1,35.6,1.1,27.4,63.3,0,1006,17.5,7.2,17
136,06/01/2022,15:00,119,1.7,37.2,0.9,27.6,62.4,0,1005,18,7.5,17
137,06/01/2022,16:00,111,1.8,37.4,1,27.5,63.2,0,1005,20.6,7.8,19
138,06/01/2022,17:00,117,2.1,29.9,1,26.5,68.5,0,1005,21.5,8.9,22
139,06/01/2022,18:00,118,1.5,36.8,0.8,26,73.1,0,1006,24.1,10.2,25
140,06/01/2022,19:00,114,1.4,32.8,0.7,25.9,74.1,0,1007,26.6,11.3,28
141,06/01/2022,20:00,107,1.4,37.5,0.9,25.7,75.9,0,1008,29.6,12.2,29
142,06/01/2022,21:00,102,1.3,35.5,0.9,25.6,76.1,0,1008,30,12.3,30
143,06/01/2022,22:00,101,1.1,43.5,0.7,25.6,77,0,1007,32.4,13.4,33
144,06/01/2022,23:00,109,1.5,35.4,0.8,25.7,77.2,0,1007,35.1,14.4,36
145,07/01/2022,00:00,110,1.2,37.5,0.7,25.7,77.4,0,1007,36.4,14.9,37
146,07/01/2022,01:00,107,1.1,39.7,0.7,25.5,78.8,0,1006,38.8,15.7,29
147,07/01/2022,02:00,98,1,44,0.8,25.5,78.5,0,1006,32.4,13.5,34
148,07/01/2022,03:00,105,1.4,34.2,0.8,25.2,80.3,0,1006,30.3,12.8,33
149,07/01/2022,04:00,87,1.1,40.5,0.7,25.4,79.8,0,1006,34.5,14.4,37
150,07/01/2022,05:00,83,1.4,37.6,0.8,25.6,79,0,1007,37.3,14.9,38
151,07/01/2022,06:00,83,1.5,36.7,0.9,25.7,78.5,0,1008,35.3,14.2,36
152,07/01/2022,07:00,74,1.6,38.9,1.1,26.4,75.2,0,1008,36.7,13.9,35
153,07/01/2022,08:00,74,1.6,36.9,1.1,26.7,71.6,0,1008,28,11.4,29
154,07/01/2022,09:00,76,1.7,42.3,1.2,27.1,71.5,0,1008,34.4,13.3,34
155,07/01/2022,10:00,69,2,41.1,1.2,27.1,70.8,0,1008,34.1,12.9,32
156,07/01/2022,11:00,67,1.9,41.5,1.2,27.5,67.8,0,1008,32.8,12.5,32
157,07/01/2022,12:00,69,2.1,36.7,1.2,26.9,70.8,0,1008,33,12.6,31
158,07/01/2022,13:00,75,1.6,36.4,1,25.9,77.5,0,1007,29.7,12,30
159,07/01/2022,14:00,81,1.3,39,0.9,25.1,83.2,0.1,1007,30.8,12.6,30
160,07/01/2022,15:00,83,1.4,35.2,0.8,25.4,79.1,0,1007,32.2,12.4,30
161,07/01/2022,16:00,86,1.3,37.6,0.9,25.6,77.1,0,1007,32.9,12.8,31
162,07/01/2022,17:00,83,1.4,35.6,0.9,25.6,75.1,0,1007,31.4,12.2,30
163,07/01/2022,18:00,86,1.3,34,0.8,25.5,75.3,0,1008,31.7,12.2,30
164,07/01/2022,19:00,78,1.2,38.3,0.7,25.4,75.7,0,1008,31.5,12.2,29
165,07/01/2022,20:00,85,1.2,37.5,0.8,25.3,75.5,0,1009,31.2,11.9,29
166,07/01/2022,21:00,78,1.1,38.5,0.8,25.5,75.4,0,1009,31.1,11.9,29
167,07/01/2022,22:00,72,1.2,40.9,0.8,25.5,74.8,0,1009,32.1,11.8,28
168,07/01/2022,23:00,66,1.1,41.9,0.9,25.4,76.2,0,1008,31,12,30
169,08/01/2022,00:00,67,0.9,43.4,0.7,25.4,76.1,0.2,1007,30.2,11.8,29
170,08/01/2022,01:00,54,0.7,49.6,0.5,24.5,82.9,0,1007,26.3,10.9,19
171,08/01/2022,02:00,67,0.8,39.8,0.6,24.3,85,0,1006,24.8,10.9,27
172,08/01/2022,03:00,8,1,34.8,0.6,24,86.3,3.5,1006,21,9.1,22
173,08/01/2022,04:00,79,0.6,50.1,0.4,24.2,86.2,0.3,1006,22.8,9.6,24
174,08/01/2022,05:00,88,0.8,34.7,0.5,24.2,85.8,0,1007,23.2,10,24
175,08/01/2022,06:00,71,0.5,43.5,0.4,24.4,85.3,0.8,1008,23.1,9.9,25
176,08/01/2022,07:00,14,0.8,42,0.5,24.2,83.9,0,1008,23.2,9.6,24
177,08/01/2022,08:00,16,0.5,45,0.3,24.6,83.2,0,1008,24.2,9.9,26
178,08/01/2022,09:00,23,0.9,39.9,0.6,25.6,79.2,0,1008,28.6,11.5,30
179,08/01/2022,10:00,34,1.1,41.8,0.8,26.2,73.7,0,1008,28.6,11,29
180,08/01/2022,11:00,19,1.4,38.3,0.8,26.9,69.8,0,1008,29.4,10.9,28
181,08/01/2022,12:00,32,0.9,45.1,0.7,26.6,72.1,0,1007,28,10.7,29
182,08/01/2022,13:00,15,1.6,33,0.9,26.6,69.8,0,1007,24.8,9.7,25
183,08/01/2022,14:00,21,1.1,40.7,0.6,26.5,71.8,0,1007,24.4,9.6,26
184,08/01/2022,15:00,18,1.2,39.4,0.7,26.6,72.1,0,1007,27.1,10,26
185,08/01/2022,16:00,346,0.8,39.8,0.5,25.6,77.9,0,1007,22.6,9.2,25
186,08/01/2022,17:00,34,0.8,43.1,0.5,25.8,78.1,0,1007,25.1,10.6,27
187,08/01/2022,18:00,4,1.3,40.6,0.7,25.5,78.4,0,1007,25.8,10.4,27
188,08/01/2022,19:00,33,0.5,50.9,0.4,25.4,80,0,1008,27.2,10.9,29
189,08/01/2022,20:00,55,0.5,52.1,0.4,25.9,76.9,0,1009,27.2,11,28
190,08/01/2022,21:00,81,0.5,44.4,0.4,25.7,79.8,0,1009,25.1,10.4,28
191,08/01/2022,22:00,35,0.4,49.6,0.3,25.6,79.5,0,1009,25.5,10.3,28
192,08/01/2022,23:00,358,0.7,35.9,0.4,25.2,80.9,0,1009,27.3,10.5,27
193,09/01/2022,00:00,21,0.7,42.6,0.5,24.8,80.1,0,1009,19.7,8.5,24
194,09/01/2022,01:00,96,0.5,51,0.3,24.7,81,0,1008,18.9,8.1,16
195,09/01/2022,02:00,75,0.2,54.7,0.2,25,80.9,0,1008,18.2,8.1,22
196,09/01/2022,03:00,54,0.1,72.9,0.2,25.3,80,0,1008,20.6,8.9,23
197,09/01/2022,04:00,104,0.4,49.4,0.2,25,81.4,0,1008,19.7,8.4,22
198,09/01/2022,05:00,110,0.3,48.8,0.2,25,80.9,0,1009,18.3,7.8,21
199,09/01/2022,06:00,109,0.4,46.8,0.2,25.7,77.6,0,1010,18.1,7.8,22
200,09/01/2022,07:00,54,0.5,44.8,0.4,26.7,71.3,0,1010,21.9,8.8,23
201,09/01/2022,08:00,84,0.5,59.4,0.4,26.8,72.4,0,1010,24.7,9.7,25
202,09/01/2022,09:00,25,0.7,45.7,0.6,27.1,70.4,0,1010,24.1,9.6,25
203,09/01/2022,10:00,15,1.3,35.2,0.8,27.9,65.8,0,1010,21.1,8.5,21
204,09/01/2022,11:00,17,1.2,41.3,0.8,28.6,62.1,0,1010,23.7,10,29
205,09/01/2022,12:00,43,1.2,44.1,0.8,29.1,58.1,0,1009,23.8,11.5,36
206,09/01/2022,13:00,24,1.3,38.7,0.8,29.1,56.9,0,1009,20,9.2,23
207,09/01/2022,14:00,39,1.2,36.3,0.8,28.1,60.2,0,1009,20.1,8.1,20
208,09/01/2022,15:00,51,1,41.2,0.7,28.1,60.4,0,1009,23.6,8.6,21
209,09/01/2022,16:00,28,1.2,42.3,0.8,27.6,63.1,0,1009,23.1,9,22
210,09/01/2022,17:00,50,1,44.2,0.7,27.1,66.3,0,1010,24.5,9.3,23
211,09/01/2022,18:00,75,1,40.7,0.6,26.5,67.7,0,1011,25.4,9.8,24
212,09/01/2022,19:00,79,0.9,45.7,0.7,26,68.7,0,1012,26.2,10.1,24
213,09/01/2022,20:00,85,0.8,38.7,0.5,25.6,70.2,0,1012,26.3,10.2,24
214,09/01/2022,21:00,92,0.7,37.2,0.5,25.3,72.3,0,1012,25.5,9.9,24
215,09/01/2022,22:00,112,0.9,31.4,0.5,25,72.5,0,1012,25.4,9.9,23
216,09/01/2022,23:00,103,0.7,39.7,0.4,24.6,72.2,0,1012,24,9.4,22
217,10/01/2022,00:00,105,0.6,36.8,0.3,24.1,73.8,0,1012,23.7,9.4,22
218,10/01/2022,01:00,109,0.6,34.1,0.3,23.7,75,0,1012,23.4,9.3,15
219,10/01/2022,02:00,102,0.6,39.9,0.3,23.4,75.7,0,1011,23.1,9.2,19
220,10/01/2022,03:00,142,0.4,56.5,0.3,23.3,75.5,0,1012,24.3,9.3,21
221,10/01/2022,04:00,178,0.6,36.4,0.3,23.1,76.1,0,1012,23.1,9.2,22
222,10/01/2022,05:00,200,0.4,44.2,0.3,23.1,77.8,0,1013,22.8,9.3,24
223,10/01/2022,06:00,184,0.9,38,0.4,24.2,72.7,0,1013,23.9,9.3,24
224,10/01/2022,07:00,157,1,42.6,0.6,25.5,66.5,0,1014,25.1,9.7,24
225,10/01/2022,08:00,123,0.9,48.2,0.7,26.5,60.4,0,1014,24.4,9.7,22
226,10/01/2022,09:00,144,1.2,48.9,0.7,27.3,54.6,0,1014,21.5,9.3,18
227,10/01/2022,10:00,121,1.3,42.3,0.8,27.9,49.8,0,1014,20.8,8.6,16
228,10/01/2022,11:00,149,1.1,41.7,0.9,28.2,48.6,0,1014,19.2,8.2,15
229,10/01/2022,12:00,132,1.2,44.4,0.8,28.6,48.7,0,1013,19.4,8.1,15
230,10/01/2022,13:00,87,1.4,43.7,0.9,28.7,49.5,0,1013,19.6,8,15
231,10/01/2022,14:00,99,1.2,48.5,0.9,28.7,49,0,1013,17.6,7.3,13
232,10/01/2022,15:00,114,1.3,40.3,0.8,28.6,48.3,0,1013,16.8,6.8,12
233,10/01/2022,16:00,111,1.6,34.7,0.9,28,50.7,0,1012,15.8,6.4,13
234,10/01/2022,17:00,111,1.5,36.4,0.9,27.3,56.2,0,1013,18.6,7.3,15
235,10/01/2022,18:00,106,1.5,34.9,0.8,26.1,63.1,0,1013,21.2,8.1,18
236,10/01/2022,19:00,110,0.9,43.3,0.6,25.4,68.2,0,1014,22.5,9,21
237,10/01/2022,20:00,105,0.9,39.5,0.5,24.9,73,0,1014,25.5,10.1,24
238,10/01/2022,21:00,122,0.8,40.2,0.4,24.7,74.8,0,1015,26.4,10.6,26
239,10/01/2022,22:00,147,1,43.1,0.5,24.8,75.4,0,1014,23.2,9.1,22
240,10/01/2022,23:00,150,1.1,38.5,0.7,24.7,76.3,0,1014,18,6.9,16
241,11/01/2022,00:00,124,1,40.2,0.6,23.5,79.4,0,1014,11.4,4.8,
242,11/01/2022,01:00,118,1.2,36.7,0.6,23.3,82.8,0,1013,13,5.6,9
243,11/01/2022,02:00,102,0.9,38.2,0.5,23.2,80.3,0,1013,18,7.8,16
244,11/01/2022,03:00,142,0.5,30.5,0.3,23.8,76.9,0,1013,20.1,8.3,19
245,11/01/2022,04:00,176,0.7,44.3,0.4,23.5,78.4,0,1013,20.5,8.2,19
246,11/01/2022,05:00,167,0.5,47.5,0.4,23.9,77,0,1013,19.3,7.8,19
247,11/01/2022,06:00,164,0.8,43.3,0.5,24,79.6,0.2,1014,19,7.9,20
248,11/01/2022,07:00,135,1.2,45.6,0.8,25,73.5,0,1014,24.8,9.5,22
249,11/01/2022,08:00,150,1.3,43.5,0.9,26.6,58.9,0,1015,21.1,8.1,17
250,11/01/2022,09:00,108,1.3,39,0.8,26.9,57.3,0,1015,20,7.6,15
251,11/01/2022,10:00,132,1.4,39.8,0.8,27.1,52.7,0,1015,20,7.2,13
252,11/01/2022,11:00,156,1.3,40.1,0.8,27.3,51.2,0,1014,19.6,7.2,13
253,11/01/2022,12:00,109,1.3,42.8,0.9,27.8,49.5,0,1014,20.6,7.3,12
254,11/01/2022,13:00,115,1.3,49.3,0.9,27.9,48,0,1013,18.7,7.1,11
255,11/01/2022,14:00,116,1.5,40.9,1,28.2,45.1,0,1013,18.9,6.7,10
256,11/01/2022,15:00,107,1.5,39,0.9,27.4,50.1,0,1013,20,7.3,11
257,11/01/2022,16:00,95,1.4,42.7,0.9,26.7,52.5,0,1013,20.4,7.3,14
258,11/01/2022,17:00,109,1.1,45,0.7,26.1,53.1,0,1013,19.5,7.1,13
259,11/01/2022,18:00,126,1.5,35.1,0.9,25.3,53.4,0,1013,18.6,6.8,12
260,11/01/2022,19:00,114,1.1,37.6,0.7,24.5,60.2,0,1014,21.5,7.6,14
261,11/01/2022,20:00,130,0.7,41.9,0.4,24.1,63.7,0,1014,20.4,7.6,15
262,11/01/2022,21:00,118,0.8,36.1,0.4,23.8,65.2,0,1015,20.2,7.3,15
263,11/01/2022,22:00,154,0.7,42.4,0.5,23.5,64.4,0,1014,20,7.2,14
264,11/01/2022,23:00,152,0.6,45.7,0.3,23.1,65.2,0,1013,20,7.3,15
265,12/01/2022,00:00,108,0.4,44.9,0.3,22.9,64.8,0,1012,18.5,6.9,14
266,12/01/2022,01:00,226,0.3,61.1,0.2,22.4,68.3,0,1012,17.9,7.1,12
267,12/01/2022,02:00,223,0.3,66.9,0.4,21.6,72.6,0,1012,17.9,7.2,14
268,12/01/2022,03:00,217,0.8,48.6,0.7,21.1,73.3,0,1012,18.8,6.9,14
269,12/01/2022,04:00,227,0.5,62.9,0.4,21.2,71.9,0,1012,18.2,6.6,13
270,12/01/2022,05:00,220,0.5,59,0.4,21.3,70.6,0,1013,17.1,6.3,13
271,12/01/2022,06:00,213,0.6,54.9,0.5,21.6,70.8,0,1013,17,6.4,14
272,12/01/2022,07:00,207,0.5,65.7,0.5,23.6,62,0,1014,17.8,6.2,13
273,12/01/2022,08:00,205,0.5,60.9,0.5,23.7,66,0,1014,20.8,6.6,15
274,12/01/2022,09:00,193,0.6,56.7,0.5,26,57.8,0,1013,20.3,6.7,14
275,12/01/2022,10:00,147,1.3,40.9,0.8,26.4,55.4,0,1013,20.2,6.4,11
276,12/01/2022,11:00,133,1.2,44.2,0.8,27.2,51,0,1012,18.6,5.9,10
277,12/01/2022,12:00,141,1.3,42.1,0.8,27.7,47.7,0,1012,16.4,5.8,9
278,12/01/2022,13:00,124,1.3,44,0.8,28.3,45.7,0,1011,16.8,5.8,9
279,12/01/2022,14:00,116,1.6,44.3,1,28.3,45.3,0,1011,17.4,5.6,9
280,12/01/2022,15:00,114,1.6,39.9,1.1,27.5,45.6,0,1010,16.8,5.4,8
281,12/01/2022,16:00,110,1.6,38.8,1,26.9,47.9,0,1010,15.7,5.2,8
282,12/01/2022,17:00,117,1.5,40.6,0.9,26.3,51.3,0,1011,16.4,5.3,9
283,12/01/2022,18:00,123,1.2,44.5,0.8,25.6,56.9,0,1012,15.4,5.8,11
284,12/01/2022,19:00,116,1,41.1,0.6,24.9,59.7,0,1012,16.5,6,11
285,12/01/2022,20:00,116,0.7,45.7,0.4,24.4,61.3,0,1013,17,6.3,12
286,12/01/2022,21:00,107,0.8,34.7,0.4,24,62.4,0,1013,16.1,6.1,11
287,12/01/2022,22:00,121,0.6,50.3,0.4,23.7,64,0,1013,16.3,6.1,11
